nome;preco_a_vista;parcelas;preco_parcelado
Mobility Chef Cozinha Infantil Fogao Pia Geladeira Calesita Ref 304;218,31;1;0
Interruptor Tecla Dupla Ação Fogão Electrolux 64503012;28,5;2;14,25
Borracha Vedação Para Forno Fogão Brastp Consul Bfx76 Kyt76 Kfh76 Cfj76 Cfw76 kfg76 Cf376 Bfg76 Bfh76 Bfp76 Bfq76 Bfs76 Bfz76 Byg76 Byq76 Bys76 Bff76 Bfw76 Byf76 Cfc76 Cf476 Cf176 Cf575 326066822;33,5;3;11,16
Frigobar Electrolux 79l Branco 110v Re80;1,079,99;1;0
Kit Fischer New Fit Line Forno 44l + Micro Ondas 25lt butir - 220v;3,199,00;12;266,58
Refrigerador Midea Top Mount Freezer 480L;3,599,10;1;0
Refrigerador/Expositor Vertical ERV-1300/P 3 Portas 1300 Litros Preto Conservex;10,459,24;1;0
Estabilizador Para Refrigerador 110v 2000va Force Line;397,58;1;0
Geladeira/Refrigerador Frost Free 400L Brastp BRM54HK Inox 220v;3,703,46;1;0
Refrigerador Gorenje Ion Generation 2 Portas Inverse Inox 220V NRK6192UX;7,499,00;12;624,91
Compressor Motor Geladeira Caminhão 12/24v Zh65g;1,311,30;1;0
Frigobar Brastp 120 Litros Inox 110V BRC12XKANA;2,300,99;12;191,74
Freezer Refrigerador Philco Vertical Inox Prium 201L 127v;2,969,91;1;0
Recipiente de Evaporação para Refrigerador Brastp Consul - W10809518;13,27;1;13,27
Timer Para Forno Electrico Fischer Original 2 Horas;39,5;3;13,16
Refrigerador Infantil Pop Casinha Flor Rosa E Branco Xalingo;115,41;1;0
Tampa Para Cooktop 4 Bocas Fischer Consul Electrolux Marcas;109,9;11;9,99
Geladeira Infantil Branca E Rosa Com Acessórios Magic Toys;209,51;1;0
Filtro Agua Geladeira Side By Side Electrolux,ge,samsung Etc;65,29;6;10,88
Geladeira Cozinha Brinquedo Infantil Grande Rosa 65 Cm;135,17;1;0
Refrigerador porta de vidro 276l vb25r - metalfrio;3,137,60;1;0
Jarra com Tampa de Mesa Geladeira 1,5 Litros Água Suco Drink;40,99;2;20,49
Porta Ovos Refrigerador Electrolux 67401114;47,23;4;11,8
Geladeira Brastp 375 Litros Frost Free Duplex Evox 220V 220V;3,059,10;1;0
Geladeira Infantil Cozinha 50cm Gela Sorvetinho Faz Sorvete;151,99;1;0
Filtro Bbi Fs-1 Geladeira Refrigerador Samsung Da29-00020B;152,43;12;12,7
Geladeira Infantil Le Chef C/ Acess 438 - Usual;75,99;1;0
Mini Termômetro Digital Freezer/geladeira Ta21 - Simpla;158;1;0
Suporte Porta Rolos Utensílios Geladeira Parede Prateleira - BRANCO;60;3;20
Organizador De Geladeira Com Escorredor Interno 5L Caixa Plástica Para Legumes Saladas Clear Fresh ou;77;3;25,66
Mini Geladeira Multilaser Retrô Trivolt 4L Vermelha TV007;371,27;1;0
Economizador de Gás Inveg Original Lacrado;129,9;12;10,82
Geladeira Consul Frost Free 300 Litros Branca Crb36ab;1,995,95;0;0
Prateleira De Garrafas Para Porta De Geladeira Brastp;73,47;7;10,49
Geladeira/Refrigerador Samsung 530 Litros RF23R6301SR, Frost Free, Inox;15,399,12;1;0
Suporte, Carrinho Multiuso c/ 4 rodas duplas c/ travas e 8 pés, p/ Geladeira/Refrigerador, Máquina de Lavar/Lavadora, Lava e Seca, Brastp, Panasonic, Electrolux, Samsung, Bosh, LG;414,99;12;34,58
Suporte, Carrinho p/ Freezer, Lava e Seca, Refrigerador, Máquina de Lavar/Lavadora Brastp, Consul, lg, Electrolux, Samsung, Cor Cinza;424,99;12;35,41
Borracha Freezer Metalfrio Mod: Vb43 / Vb46r / Vb40r / Vb65r;92;1;92
Pinguim Imperador Cerâmica De Geladeira E Aparador;47,49;1;0
Geladeira Infantil com Acessórios Rosa Magic Toys 8051P;209,51;1;0
Cozinha Infantil Mdf Completa C/ Geladeira Cinza;1,087,75;1;0
Vela c/ carvão ativo para filtro - Acquamar;18,41;1;0
Armario Aéreo Geladeira Ronipa Chardonnay - Castanho/Branco;113,52;1;0
Caixa Organizadora de Geladeira Acrílico 30x15x13cm Multiuso;57,23;2;28,61
Kit Balcão Cooktop 1 Porta BR C/Fogão Cooktop 5 Bocas;771,66;1;0
Conservador/Refrigerador Vertical Gelopar GPC-57 BR Branco 577L;5,444,99;12;453,74
Refrigerador Expositor Vertical Metalfrio VB52AH Optima 497 Litros VB52AH 110V 110V;4,049,10;1;0
Botão Termostato para Geladeira Brastp BRM47BB;15,96;1;15,96
Prateleira Congelador Geladeira Consul Facilite Crb36 Crb39;52;5;10,4
Filtro Refil Externo Electrolux para Geladeiras Side By Side 80021927 80021927;135,15;6;22,52
Capa grossa impermeável Para Maquina Lavar Brastp/Electrolux/Consul 12kg 15kg 16kg C Zíper cinza;59,9;6;9,98
Prateleira Grade Interna do forno Electrolux OE8MB OE8MX OG8MX 261511712200;275,99;12;22,99
Mini Geladeira 10 Litros Painel Led Trivolt 127/220 e 12v Com Cabo Ac/dc Tv015 Branca;1,061,60;1;0
Frigobar Vermelho Philco 121L Vintage 110V - PFG120;1,889,10;1;0
Kit 2 Organizadores De Geladeira Porta Ovos 36 Un Porta Frutas Legumes Verduras 5L Clear Fresh OU;133,26;6;22,21
Refrigerador Expositor Vertical Bebidas 127V VB52AH Optima All Black 497 Litros - Metalfrio;5,010,19;10;501,01
3 Fan Car refrigerador Energia Solar Cooling abertura de exaustão do carro portátil Gills Refrigerador;199,92;1;0
Kit 2 Organizadores de Garrafas Vinhos pilhável Geladeira;115,41;5;23,08
Lâmpada Halogena 220V 25w para Forno de Fogão Brastp;30,73;3;10,24
Refrigerador Expositor de Bebidas VB-28 324 Litros Metalfrio (2 Anos de Garantia );3,480,00;10;348
Adesivo para envelopamento Geladeiras Móveis 3M X 50CM BRANCO BRILHO;45,18;1;0
Geladeira Midea 425 Litros Frost Free Duplex Inox 220V;2,960,10;1;0
Filtro Kflo Geladeira Side By Side com Mangueira;63,46;6;10,57
Prateleira Acrílica para Refrigeradores Continental Original;47;4;11,75
Kit 2 Porta Frios Hermético Pote P Frios Geladeira Acrílico 1373 Paramount;51,51;1;0
Refrigerador Brastp Inverse 4 BRO90 543 Litros Evox;18,298,99;12;1,524,91
Geladeira/Refrigerador Continental Frost Free Duplex Branca 394 Litros (TC44);3,105,27;1;0
Filtro Desodorizador Kit 2 Peças B Estar Geladeira Consul;29,9;3;9,96
Sensor Tperatura Geladeira Consul Crd37 Crd36 Crd48 Crd45;18,99;1;18,99
Filtro De Ar B Estar Refrigerador Consul;47,25;4;11,81
5 Filtros Geladeira B Estar Antibacteriana Desodorizador;58,89;5;11,77
Geladeira/Refrigerador Continental Frost Free Duplex Prata 394 Litros (TC44S);3,281,97;1;0
Bucha Clicante Batente Direita para Geladeira - W11506575;2,06;1;2,06
Tampa Frontal da Gaveta de Legumes W10331995 Geladeira Brastp Consul BRE50N BRE51N BRM50N CRM52A;135,16;12;11,26
Resistência E Termostato Prancha Nano Titanium Bivolt;32,21;3;10,73
Gaveta De Carne Consul Pratice;41,99;1;41,99
Filtro Agua Geladeira Side By Side Electrolux Ge Samsung COM CONECTOR;69,23;6;11,53
Filtro Agua Geladeira Side By Side Electrolux, Ge, Samsung Etc;68,73;6;11,45
Refrigerador Duplex 260 Litros 12/24 volts;4,400,00;12;366,66
Inversor de energia 4000w 12v para 220v geladeira ferramenta;1,412,00;10;141,2
Geladeira Duplex Grande Rosa c/15 Brinquedos Lua de Cristal;161,4;1;0
Refrigerador mini chef - xalingo;157,61;1;0
Refrigerador/ Expositor Vertical Conveniência GCVR-2500 br Branco 2492 Litros Gelopar;21,016,24;1;0
2 Filtro Tecido Lavável Stk10 Original Electrolux A13771701;38,5;3;12,83
Termostato Lamina Forno Philco Britania Mondial Best;35,4;3;11,8
Filtro Fiapos Secadora Brastp Bsi24a Bsr24b Bsr24c Bsi24b Bsi10abana Bsi10abbna 326043145;137,5;12;11,45
Controlador Refrigeração Degelo Tc-900e Power Full Gauge;290,79;12;24,23
Refrigerador 2 Portas Frost Free 387 Litros Panasonic Classe A Nr-bt40bd1wa;2,639,91;1;0
Lâmpada para Fogão / Forno / Geladeira TU25 15W E14 220V;24,9;2;12,45
3 Prateleiras Geladeira Continental RDV45 RDV48;179,9;12;14,99
Adesivo Para Envelopamento Geladeiras Móveis 1M X 50CM cor preto fosco;17,46;1;0
Bastão Com Rodinha Para Transportar Móveis Geladeira Ótimo Para Mudanças;65;1;0
Kit 4 Pés com Rodas Para fogão e Geladeira Quality;59;2;29,5
Filtro De Água Carbon Block Para Chuveiro Rove 75% Cloro;62,99;6;10,49
Tubo de Exaustão Consul - W10637799;278,99;12;23,24
Geladeira Electrolux TF55S TOP 2 Portas Frost Free Platinum 431L;3,871,91;1;0
Geladeira Mágica Super - 8052P - Magic Toys;217,84;1;0
Adesivo para Geladeira Simpsons Duff Homer para envelopamento;100,9;1;0
Suporte De Geladeira, Fogão E Máquina De Lavar Aço Inox Pro;180,4;1;0
Balcão de encosto Polar Inox 127v - bfei 200;4,378,50;10;437,85
Refrigerador Brastp Frost Free Duplex 462 Litros com Turbo Control Branca BRM56AB – 220 Volts;3,568,53;0;0
Motor Ventilador Geladeira Defrost Bosch Ge Continental 110v Original 710563c Com Carenag Com Heli;139,99;12;11,66
Armario Aereo Geladeira Fidelita Paris 70 Cm 2 Portas Nogal Salinas;113,75;1;0
Expositor Refrigerador Vertical 406 Litros VB40 Metalfrio;3,899,00;10;389,9
Refrigerador Midea Top Mount Freezer 425L;3,329,10;1;0
Lâmpada Led E14 1,4W Geladeira Electrolux 64502723A;62,38;6;10,39
Geladeira Portátil 24 Litros Black Decker BDC24L-LA;963,88;10;96,38
Termômetro P/ Freezer Geladeira Balcão Frigorífico C/ Alarme;113,9;5;22,78
Tampa A Vacuo Para Microondas Fresh Foods 19cm Com Vedação;47,78;1;0
Geladeira Duplex Consul 334 Litros Cycle Defrost Branca CRD37EB - 220V;2,339,99;12;194,99
Geladeira 31 Litros Portátil Para Caminhão Quadrivolt Resfriar;3,449,49;10;344,94
Imã Retângular para Geladeira e Artesanato 9,5 x 20 x 2 mm - Pacote com 50 Peças;6,67;1;6,67
Kit Com 4 Filtro Fine Wfs 023 Electrolux Pe11 Pe11X Pe11B;230;12;19,16
Filtro De Agua Para Geladeira Dm85x, Dm90x E Dm91x;199,9;12;16,65
Adesivo Para Envelopamento Geladeiras Móveis 1M X 50CM cor prata;18,66;1;0
Frigobar Brastp 120 Litros Porta Vidro Cinza 110v;3,079,12;1;0
Geladeira Comercial 4 Porta Cega 675 L Frilux Rf064e;6,240,47;10;624,04
Garrafa de Vidro com Tampa 1,1 Litro Água Suco Geladeira;33,24;1;0
Refil Purificador Ease Flow wfs Compatível com Geladeiras Side;35,33;1;0
Filtro Refil Interno Acqua Vital A07005 Para Geladeira Refrigerador Side By Side Samsung Haf-cin/exp - Rfg28mesl;139,9;12;11,65
Refrigerador Expositor Vertical Metalfrio All Black 296 Litros VB28R 110V 110V;3,599,10;1;0
4x Almofadas Anti-vibração de Amortecimento de Choque para Lavadora E Secadora de Móveis de Geladeira;65,4;6;10,9
Geladeira Smart LG French Door Inverter 428L Nature Fresh e LG ThinQ GC-L228FTL;11,799,99;12;983,33
Placa Potência Refrigerador Electrolux Df42/df42x - 70201381;96,03;1;0
Filtro Refil FP3 ICE para Geladeiras e Refrigeradores Side By Side (Similar);58,96;5;11,79
Filtro Refil FP3 ICE Geladeiras syde by Side e Refrigerador;85,99;8;10,74
Kit Sensor de Campo 2,7k Geladeira Brastp Consul - W10531315;17,46;1;0
Filtro de água bbi FG-1 Geladeira Refrigerador ge mwf;127,28;12;10,6
Borracha Gaxeta Geladeira Continental Porta Rfct470 116x68;95,49;9;10,61
Mobility Chef Cozinha Infantil Fogao Pia Geladeira Calesita Ref 304;218,31;1;0
Refrigerador para Bebidas Vertical 572l Metalfrio 127v;4,904,99;1;0
Cilindro de gás CO2 W11387305 original para máquinas de bebidas B, Blend Brastp;234,9;12;19,57
Regulador Duplo 2 Registro 1/2 P/ Gás 13kg Forno E Cooktop;130;12;10,83
Kit Termostato com Termopar Bivolt para Fogão - 326073776;421,19;1;0
Adaptador de Toneira Universal Consul;65,38;6;10,89
Tampa Para Cooktop Electrolux 4 Bocas Gt60 (x e g);259;12;21,58
Prateleiras Refrigerador Continental Rfct451 Rfct501 2 Peças;75;7;10,71
Grades Refrigerador Continental Rfct451 Rfct501 3 Peças;120;12;10
Geladeira Infantil Menina Som Cozinha Le Chef Casinha Usual;123,4;1;0
Adesivo para envelopamento Geladeiras Móveis 3M X 50CM BRANCO BRILHO;45,18;1;0
Pastilha Termoelétrica Peltier 12V 40X40Mm + Pasta Termica;46,9;4;11,72
Prateleira De Porta Para Geladeira Consul;27;2;13,5
Armário 60 Cm Aéreo De Geladeira Ajl Cor Branco e Preto;89,1;1;0
Frigobar Britânia 76L BFG94P;1,259,91;1;0
Tampa Da Gaveta De Legumes Electrolux Dc46 Dc47 Dc48;86,9;8;10,86
Geladeira Frost Free 2 Portas 400L BRM54HK Brastp;3,919,50;12;326,62
Kit Porta Tpero Magnetico para Geladeira Fackelmann 6 Unidades;54,31;2;27,15
Termostato Aquecimento Solar Full Gauge Microsol E;239,9;12;19,99
Mini Geladeira Multilaser 4L 12V TV009 Branca - 127V;399,9;8;49,98
Prateleira Multiuso Refrigerador Brastp Brm50 W10347201;143,1;12;11,92
Capa Protetor Cervejeira Consul Mais Abertura E Fechamento;60;6;10
Resistência De Degelo Do Evaporador Side By Side Ge 31cm;134,4;12;11,2
Prateleira Garrafas Porta Original;41,93;4;10,48
Frigobar 80 Litros 12/24 Volts;3,000,00;12;250
Adesivo para envelopamento Geladeiras Móveis 2,5M X 50CM LOUSA PRETO;38,77;1;0
Tranca Com Chave Para Porta Janela Gaveta Geladeira Criança;46,4;1;0
Relé E Protetor Térmico para Motor ou Compressor da geladeira bivolt;30;1;30
Freezer Horizontal 420L com 2 Tampas Cegas FHR420S Refrimate;2,889,00;10;288,9
Capa Para Tanquinho Suggar 10Kg;54;5;10,8
Geladeira Samsung Frost Free Duplex BAROSA com Smart Sensor e Dispenser de Água 432L Inox Look;6,693,00;12;557,75
Controlador Tperatura Full Gauge MT512E - Bivolt;165,16;12;13,76
Filtro Refil Compatível Eletrolux Pe11b Pe11x Pappca40;64,9;6;10,81
Geladeira Le Chef - Usual Brinquedos;134,9;1;0
Tampa Para Cooktop Consul 5 Bocas Facilite Cd075;259;12;21,58
Refrigerador Consul Domest 397L 2 Portas FF Branco 220V;3,343,23;1;0
KIT 2 Filtro De Água Compatível Refrigerador Samsung Da29 00020b Haf-cin/exp;229,9;12;19,15
Termostato Refrigerador CCE 310 Continental 290 Degelo Manua;69,9;7;9,98
Tampa da Gaveta de Legumes para Refrigerador Consul - 326058371;49,12;4;12,28
3 Prateleira Aço Refrigerador Geladeira Electrolux Dc49 Dc50;184,9;12;15,4
Borracha Gaxeta Superior Freezer Refrigerador Electrolux Dc51;75,66;7;10,8
3 Prateleira Acrílica Geladeira Continental Bosch Copacabana - 3 UNIDADES;169,9;12;14,15
Controle Eletrônico Para Geladeira Consul 326063197 127v Original;237,9;12;19,82
Refrigerador Ion Generation Inverse Inox Gorenje 220v;7,039,12;1;0
Move Fácil Móveis Pesados Levanta Geladeira Fogão 5 Peças;69,9;3;23,3
Porta Tperos Condimento 3 Potes Inox Imã Geladeira;35,58;1;0
Termômetro Digital Lcd Para Chocadeira Freezer Geladeira medidor de tperatura;45;2;22,5
Termômetro com Alarme AK 22 para Freezer, Geladeira e Adega S CERTIFICADO;95;1;95
Suporte Inf Puxador Branco - Df42 Dfw52;7,34;1;0
Gaxeta Traseira Feltro Original Secadora Brastp Ative Intelligent Compacta 326009198;43,65;1;0
Testeira Branco Metalfrio Slin;72,6;7;10,37
Tampa Tanquinho Suggar 15kg Fumê Original;59,7;6;9,95
Cesto Aramado Inferior Lava Louças Brastp 326059616;434,34;1;0
Adesivo para envelopamento Geladeiras Móveis 4M X 50CM PRETO BRILHO;57,78;1;0
Adesivo Para Envelopamento Geladeiras Móveis 7M X 50CM cor preto brilho;95,81;1;0
Puxador Refrigerador Bosch Kdn47 641557/641540;78,5;7;11,21
Mini Geladeira de Skin Care Laxmi bt Beautycooler – Deep Blue;649,9;10;64,99
Geladeira com Luz e Som Rosa Le Chef Cozinha Infantil Usual Brinquedos;113,9;1;0
Cozinha Compacta Completa Balcão c/ Tampo + Aéreo de Geladeira Avena/ Grafito - Dóbile;828;1;0
Geladeira Infantil Magic Toys Mágica - Meg Rosa/Branco;209,51;1;0
Porta Tperos Magnetico Condimentos 6 Peças Cozinha Casa Restaurante Ima Suporte Geladeira;77,92;3;25,97
KIt Cozinha Infantil Completa Fogão Forno E Pia + Geladeira;275,4;1;0
Geladeira Infantil Inverse Sai Água Na Porta 8059 Magic Toys;185,24;1;0
Termostato Para Ferro De Passar Roupa;24,08;2;12,04
Capas P/Tanquinho Colormaq 14Kg Lcm14;58,99;5;11,79
Tampa fogao A lenha N 1 preto fosco;199;12;16,58
Freezer Horizontal Ghde-510h 2 Tampas De Vidro 534Litros 220V - Gelopar;4,499,00;10;449,9
Cabo De Alimentação Ac Para Mini Geladeira Multilaser- Tv099;9,81;1;0
3 Prateleira Refrigerador Ge Dako RFN715840 Rege 470- 3 unidades;169,9;12;14,15
Filtro Bbi Fs-1 Geladeira Refrigerador Samsung Da29-00020B;117,17;1;0
Toalha Protetora De Prateleira De Geladeira Não Suja Limpeza 3 Peças;12,9;1;12,9
Geladeira Infantil Sweet Fantasy Gela Sorvetinho Cardoso2014;189,9;1;0
Capa Para Electrolux Jec Clean Lac 13k 16k 17kg;45;4;11,25
Resistencia chapinha lizze extre 480F original 110V E 220V;41,39;4;10,34
Capa Secadora Brastp 10 Kg Bsr10 Bsx10 Impermeável;60;6;10
Kit 6 Tampas Gaveta Freezer Similar Electrolux Fe26 Fe18;156,99;12;13,08
Prateleira Diversos Cinza Brastp;66,11;6;11,01
Mini Refrigerador Ar Pessoal Ultra Refrigeração Mesa Escrito;157,5;12;13,12
Prateleira Aramada Refrigerador Electrolux Dc47 Dc48 Dc49;39,9;4;9,97
Adesivo para envelopamento Geladeiras Móveis 1M X 50CM PRETO FOSCO;18,18;1;0
Adesivo Para Envelopamento Geladeiras Móveis 6M X 50CM cor preto brilho;82,8;1;0
